username,ip,device_type,prediction
hudsonbenjamin,88.139.71.107,Android,suspicious
jamesmueller,7.224.48.82,Mac,normal
brian38,216.46.135.104,Android,suspicious
bryanmeyers,200.136.173.91,Desktop,normal
ihall,197.142.133.96,Mac,suspicious
kylemiller,103.128.207.94,Tablet,normal
hbarber,177.206.178.25,Desktop,normal
ethanrivera,46.116.97.64,Desktop,suspicious
denise41,200.106.226.133,Mobile,suspicious
amartin,206.147.63.191,Mobile,suspicious
jonathanosborne,217.36.120.161,Windows,normal
leefrank,162.167.22.246,Linux,suspicious
vreed,201.167.53.225,Mobile,normal
sandra72,133.23.135.169,Android,suspicious
matthew87,181.127.230.202,Mac,normal
lisamatthews,169.163.74.173,Linux,suspicious
timothy91,212.243.236.253,Desktop,normal
egoodman,4.253.108.42,Mac,normal
brittneyhowe,116.252.28.181,Mobile,normal
jenny90,15.119.94.68,Windows,normal
ekidd,81.30.134.178,Mobile,suspicious
aliciawhite,126.230.199.105,Tablet,normal
ryanchavez,222.171.118.245,Desktop,normal
aaron24,103.142.66.143,Tablet,suspicious
alvarezkristen,216.8.97.199,Mac,suspicious
brandy64,175.170.91.137,Mobile,suspicious
toddpeters,128.125.241.1,Windows,suspicious
tylerwallace,190.96.89.52,Tablet,normal
claire09,148.110.237.233,Mobile,normal
rmosley,181.78.91.26,Linux,suspicious
fobrien,109.151.50.168,Desktop,suspicious
sscott,206.60.22.190,Linux,normal
lcarlson,217.160.145.143,Android,suspicious
heatherrobbins,79.170.41.27,Android,normal
williamsmith,21.94.50.33,Mac,normal
montgomerymegan,57.84.76.95,Linux,normal
robertsjoshua,207.115.138.253,Tablet,suspicious
hwebb,76.162.181.202,Desktop,normal
mariah05,221.66.247.188,Mac,suspicious
elizabeth49,215.242.242.193,Linux,suspicious
andrewparsons,176.241.88.22,Mac,suspicious
jonathan12,209.29.249.238,Tablet,suspicious
keithanderson,214.102.73.245,Mobile,suspicious
agates,151.45.235.5,Desktop,normal
johnsmichelle,91.128.68.71,Tablet,suspicious
eharris,210.187.38.55,Tablet,normal
matthewperez,193.107.152.226,Android,suspicious
boydbarbara,164.91.71.132,Android,suspicious
salasvanessa,29.218.176.62,Mac,normal
smithlori,24.39.135.193,Android,normal
kimberlyhill,18.45.92.45,Tablet,suspicious
dustinpowell,186.208.106.131,Windows,suspicious
lucasrodriguez,151.187.87.76,Mobile,suspicious
ricky19,37.179.14.206,Desktop,suspicious
pharris,200.64.41.177,Desktop,normal
zellis,116.62.15.140,Desktop,normal
aschultz,156.54.96.126,Mac,normal
barbara43,51.57.231.250,Tablet,normal
bcastillo,208.76.6.55,Linux,normal
thomas82,4.235.242.87,Windows,normal
jamescollins,214.214.202.9,Mac,normal
johnsonjo,98.11.209.126,Desktop,suspicious
owillis,195.114.25.246,Linux,normal
hebertnicholas,139.140.84.117,Mobile,normal
jessica52,140.78.188.84,Linux,normal
harrisalexis,157.151.103.151,Android,normal
spencegregory,218.138.163.147,Windows,normal
jason99,37.34.7.141,Linux,suspicious
andersonvicki,51.215.254.214,Android,suspicious
wolfeautumn,136.133.200.117,Tablet,normal
ruizkayla,185.233.17.204,Linux,suspicious
ymiller,217.16.128.62,Windows,suspicious
brianahoover,139.191.225.93,Mobile,normal
tylerharris,154.155.94.143,Android,normal
catherinemedina,84.101.126.72,Desktop,suspicious
melissa05,178.107.83.175,Mobile,normal
coxcourtney,197.77.30.132,Windows,normal
edwarddiaz,207.170.82.145,Windows,normal
mooresarah,157.124.125.100,Tablet,normal
lisafowler,220.70.7.251,Android,suspicious
denniswolfe,132.88.177.33,Desktop,normal
ashleyalexander,128.0.86.152,Desktop,normal
sarah14,157.98.172.71,Tablet,suspicious
atkinsmichael,222.86.74.17,Tablet,suspicious
ramirezshawna,204.97.152.255,Tablet,normal
brookspatrick,45.67.210.39,Windows,normal
susan06,129.140.3.97,Mac,suspicious
lewisalfred,213.23.142.68,Tablet,normal
morganmcpherson,133.170.19.103,Linux,normal
michelesalas,190.34.63.76,Tablet,normal
wardpatrick,65.194.91.146,Tablet,normal
johnbrown,193.87.57.157,Windows,suspicious
nelsonjean,159.106.127.35,Mac,suspicious
harmonsarah,181.172.205.0,Mobile,suspicious
pneal,137.211.20.98,Mac,suspicious
bryanphillips,214.177.244.227,Android,suspicious
mariahsantos,196.61.159.230,Android,suspicious
patricia95,110.26.79.244,Windows,normal
amberpierce,194.170.68.130,Desktop,suspicious
valdezstephanie,57.239.129.253,Tablet,normal
bwalls,124.250.53.169,Windows,normal
dylanrichardson,131.49.237.30,Mobile,suspicious
jesse74,48.205.157.67,Desktop,normal
gwilliams,219.61.41.180,Desktop,suspicious
kthompson,19.92.133.154,Mobile,normal
qjones,219.183.4.66,Desktop,normal
robert87,195.100.175.41,Windows,suspicious
kylewright,191.238.209.173,Linux,suspicious
brownrobert,159.32.17.39,Mac,normal
caitlinclark,211.9.145.136,Windows,normal
tdominguez,205.227.5.225,Desktop,suspicious
adriennemiller,179.116.177.236,Mobile,normal
obrown,22.111.101.22,Linux,suspicious
eileenlewis,214.214.138.79,Mobile,suspicious
dgonzalez,7.165.102.60,Desktop,normal
olsondominique,90.248.142.200,Tablet,normal
david47,57.95.116.229,Mac,suspicious
rosariojohn,200.108.69.29,Tablet,normal
dholt,108.191.228.143,Mobile,suspicious
cranechristopher,210.160.57.200,Tablet,suspicious
michael79,71.57.133.128,Mobile,suspicious
murillopatricia,204.108.71.43,Linux,suspicious
schroedercarla,175.29.226.60,Mobile,suspicious
megan76,203.110.123.255,Tablet,normal
jhill,192.126.230.140,Tablet,suspicious
kfisher,217.232.101.239,Mobile,suspicious
ashleysmith,36.175.178.18,Mac,suspicious
david80,197.161.176.202,Tablet,suspicious
pwatson,55.37.80.94,Windows,suspicious
tyler37,72.232.132.43,Mac,suspicious
ucoleman,214.65.134.12,Desktop,normal
anthonymitchell,211.75.241.141,Tablet,suspicious
kyle86,113.106.31.225,Mobile,suspicious
fpage,206.103.128.68,Mac,suspicious
mossangelica,214.133.145.194,Tablet,normal
vgilbert,80.3.71.194,Windows,normal
tinabeck,162.182.178.115,Android,normal
harperandrea,197.155.16.26,Mobile,suspicious
derekbryan,94.104.161.218,Desktop,suspicious
kevin65,201.249.87.233,Mac,normal
april16,178.56.75.204,Linux,normal
jeremy96,221.149.108.67,Tablet,suspicious
reynoldscharles,208.117.31.25,Desktop,suspicious
zgray,22.101.65.75,Android,normal
alexander28,157.247.137.34,Mac,suspicious
margaret27,199.9.235.230,Mobile,normal
udougherty,65.139.225.39,Linux,suspicious
marissa66,219.147.222.210,Desktop,suspicious
fguzman,11.77.178.131,Tablet,normal
melendezjon,206.77.3.78,Mac,suspicious
lawrencechristy,185.165.109.49,Android,suspicious
xsmith,220.231.182.0,Linux,normal
melissaclark,222.29.210.226,Desktop,normal
ericjones,178.82.65.52,Mac,suspicious
brendagrant,151.1.118.13,Mac,normal
rweber,200.233.127.169,Desktop,suspicious
stevensheather,190.82.5.41,Windows,suspicious
obranch,153.134.28.134,Desktop,suspicious
annadavis,113.19.233.253,Mac,suspicious
markflynn,202.239.195.203,Android,normal
gomeznathan,220.235.169.77,Linux,suspicious
jenniferblack,106.0.250.124,Linux,normal
charlene35,143.65.37.21,Desktop,suspicious
shelleycruz,212.124.68.211,Tablet,normal
hweaver,166.181.169.224,Windows,suspicious
john20,27.240.14.179,Mac,normal
garciaeddie,162.253.218.108,Windows,normal
jeremyjohnson,169.204.170.161,Desktop,normal
christopherclark,223.26.202.120,Windows,suspicious
moralespatrick,59.123.96.185,Desktop,suspicious
ubarnes,222.68.190.41,Mobile,normal
dfritz,175.215.164.35,Desktop,normal
carrollstephen,223.249.155.173,Android,suspicious
michaelyang,49.35.43.186,Desktop,suspicious
seangrimes,221.166.59.171,Mobile,normal
stephensjason,128.255.197.33,Tablet,suspicious
mark89,210.114.10.201,Linux,normal
ashley73,204.197.167.144,Tablet,normal
jenna97,50.150.79.186,Windows,normal
williamreed,204.68.216.68,Windows,suspicious
crystal27,135.57.86.236,Android,suspicious
charlesmargaret,206.153.116.165,Mobile,suspicious
snorman,54.175.154.77,Linux,suspicious
scottmartinez,116.36.218.143,Android,suspicious
robert04,200.207.173.169,Mobile,normal
navarrowilliam,200.92.54.53,Mac,suspicious
thomashannah,76.34.73.139,Windows,suspicious
chris03,206.54.247.81,Desktop,suspicious
bradyjack,194.11.22.76,Tablet,suspicious
woodsjessica,13.145.187.144,Tablet,normal
hthompson,122.50.38.74,Android,normal
richard25,216.154.183.233,Mac,suspicious
sharonyoung,190.249.53.206,Tablet,normal
hscott,114.44.22.252,Desktop,normal
mendozajennifer,178.255.15.15,Mobile,suspicious
rpatterson,207.174.51.76,Tablet,normal
alexander79,205.124.160.9,Windows,suspicious
julierivers,176.134.125.28,Mac,suspicious
elizabeth29,27.188.203.12,Mobile,normal
tsmith,203.160.38.96,Mac,normal
greenamanda,220.132.55.181,Android,suspicious
srowland,40.103.98.86,Mobile,suspicious
hillveronica,195.239.8.69,Linux,suspicious
dana45,144.109.138.145,Mac,suspicious
alvaradocameron,30.26.231.58,Windows,normal
gramsey,135.56.29.192,Desktop,normal
baileybrooke,50.191.120.188,Mobile,normal
harrisonwilliam,77.215.225.125,Windows,suspicious
taylorwilliamson,220.157.145.70,Desktop,suspicious
norrisandre,121.174.69.227,Tablet,normal
wesleyoconnor,191.186.83.190,Tablet,suspicious
wardelizabeth,204.105.36.188,Linux,suspicious
theresapowell,132.165.244.51,Linux,normal
mbradley,165.58.38.64,Windows,suspicious
norrisemma,207.12.115.147,Windows,suspicious
jnguyen,209.116.239.225,Mac,normal
acevedochristopher,55.146.223.173,Linux,suspicious
annebecker,131.62.112.55,Tablet,normal
davidsmith,49.142.13.214,Android,suspicious
lmarks,141.166.102.32,Tablet,normal
courtney68,77.55.49.149,Tablet,suspicious
bakerelizabeth,187.27.79.255,Android,suspicious
steven05,155.69.93.160,Linux,normal
jhughes,163.251.35.149,Windows,normal
calhounjoseph,179.71.233.120,Mac,normal
brownandrew,210.28.145.189,Mobile,suspicious
fisherheather,219.163.194.14,Desktop,normal
dgreen,93.196.65.196,Mobile,normal
brandtwilliam,189.86.178.66,Mac,normal
kurtmccarthy,86.130.92.252,Desktop,normal
rhonda51,89.117.255.171,Desktop,normal
qbeck,133.95.81.40,Desktop,suspicious
drubio,160.177.228.13,Windows,normal
brenda97,161.109.16.223,Linux,suspicious
dale75,80.61.129.118,Android,suspicious
samuel73,158.97.11.18,Linux,suspicious
todd54,124.216.182.170,Mac,normal
xmooney,152.217.208.54,Linux,normal
dabbott,77.192.172.4,Tablet,suspicious
stacywoods,171.4.214.254,Desktop,suspicious
shawnstanley,214.62.143.25,Desktop,normal
andrewholland,215.159.27.159,Mobile,normal
david35,141.209.104.78,Mobile,normal
rosscarol,210.110.114.0,Desktop,normal
millerjoseph,204.43.88.31,Android,suspicious
dunndanielle,139.167.225.41,Desktop,normal
matthew48,204.216.162.144,Mac,suspicious
clewis,38.96.137.124,Desktop,suspicious
fwright,203.199.241.95,Linux,suspicious
lewispamela,97.127.153.234,Windows,normal
ashleyhill,196.111.90.55,Android,suspicious
harrisonamy,7.200.164.77,Mac,suspicious
alan29,9.162.138.238,Windows,normal
david35,124.15.105.223,Desktop,suspicious
ambersteele,208.2.168.178,Mobile,normal
kellyrebecca,72.189.169.50,Desktop,normal
morrisstephen,178.156.177.57,Mobile,suspicious
miahall,161.105.144.61,Mac,suspicious
barrettjonathan,30.118.58.39,Desktop,normal
bradleycrawford,221.224.23.129,Mac,suspicious
alexis61,112.109.56.12,Desktop,normal
lindapalmer,130.208.129.175,Linux,suspicious
xpayne,191.228.201.2,Linux,normal
kenneth51,94.154.169.58,Linux,suspicious
rshepherd,19.145.60.192,Desktop,normal
dlewis,136.148.193.197,Tablet,suspicious
dawnhowe,222.210.85.201,Windows,suspicious
isaiah73,94.2.106.225,Desktop,normal
vaughnjacqueline,206.94.68.135,Desktop,suspicious
russellmichelle,194.196.166.246,Windows,suspicious
mwilliams,22.131.221.199,Mac,normal
ashleyjohnson,161.29.103.123,Mobile,normal
nicholsonchelsea,136.172.132.116,Desktop,normal
welchalexandra,189.85.13.37,Android,suspicious
allisonphillips,36.145.18.138,Desktop,suspicious
ejohnson,61.210.177.115,Tablet,suspicious
danielsantos,205.105.47.68,Windows,suspicious
marcus76,160.229.189.153,Mobile,suspicious
mjames,201.71.140.151,Windows,suspicious
hendersonrussell,192.9.90.59,Android,normal
michaelnixon,168.59.214.190,Desktop,normal
dustinmartin,201.153.18.249,Tablet,suspicious
vmullen,180.227.160.140,Linux,normal
brandondavis,139.179.216.157,Windows,suspicious
goldenjames,198.242.115.3,Linux,normal
vramsey,25.76.221.10,Windows,suspicious
collierbarbara,185.221.178.170,Desktop,normal
adam73,220.179.12.21,Tablet,suspicious
whitemichael,142.80.254.159,Desktop,normal
orozcoanita,209.161.36.228,Tablet,normal
anthonygarrett,161.90.40.139,Mac,normal
brandonknight,160.170.76.164,Windows,suspicious
ricardo25,192.109.201.244,Linux,suspicious
dawnwilliams,190.34.132.65,Linux,suspicious
emanning,212.61.223.32,Mobile,normal
batesandrew,71.178.192.79,Desktop,normal
gallen,45.231.56.236,Android,suspicious
powelljay,65.156.254.39,Windows,normal
jonathan69,131.137.91.97,Windows,suspicious
matthewjones,158.96.30.242,Mac,normal
xacevedo,154.166.138.108,Linux,normal
taylordunn,68.104.59.61,Tablet,normal
blackkenneth,66.138.48.215,Windows,suspicious
jacqueline55,4.82.23.239,Tablet,normal
pmathis,203.90.181.66,Windows,suspicious
marieblack,220.238.114.76,Mobile,suspicious
jonesian,213.16.24.1,Linux,suspicious
barry23,96.34.225.213,Android,normal
nicole51,61.70.109.250,Mac,suspicious
nmack,162.73.126.69,Windows,normal
dhansen,168.63.206.196,Android,suspicious
olsonedward,135.120.118.51,Windows,suspicious
joanna21,88.122.182.82,Linux,suspicious
sanfordbrianna,222.79.111.62,Windows,normal
michellewilson,207.160.136.121,Android,normal
goodwinadam,52.250.106.182,Android,normal
stephaniebrewer,185.218.44.69,Mac,normal
ericbooker,215.49.14.117,Windows,suspicious
tinafriedman,38.83.53.210,Desktop,suspicious
ortizlaura,76.194.14.182,Windows,normal
kterry,121.151.197.71,Mac,normal
samantha78,129.59.215.253,Mobile,normal
ymason,28.143.85.201,Android,suspicious
alexa15,85.155.77.27,Desktop,normal
danielle59,81.193.155.129,Linux,suspicious
elliottcrystal,47.105.203.220,Desktop,suspicious
angelagonzalez,194.32.37.49,Desktop,normal
taylorrobinson,215.20.30.29,Tablet,normal
vmiranda,141.35.4.238,Android,suspicious
charleszhang,192.30.30.69,Linux,suspicious
whudson,193.199.65.180,Mobile,normal
kroberson,55.109.75.214,Windows,suspicious
brandonwright,43.11.54.230,Windows,normal
juanclark,128.231.56.241,Android,normal
douglasstephanie,76.51.107.31,Tablet,suspicious
powelldavid,161.75.123.19,Mobile,normal
bmelton,195.131.51.157,Android,suspicious
nathanchung,101.89.248.43,Linux,normal
karen92,190.185.30.249,Windows,suspicious
daniel45,112.153.201.1,Desktop,normal
cory88,196.127.156.12,Windows,normal
kylemoore,8.105.141.4,Windows,normal
huberwilliam,217.215.57.216,Android,normal
bakeralec,168.47.164.22,Windows,suspicious
walkermitchell,198.149.125.48,Windows,normal
elaine41,209.118.99.225,Desktop,suspicious
ehansen,97.186.29.104,Android,suspicious
patricia23,176.107.78.218,Linux,normal
andrew24,210.118.92.232,Windows,suspicious
william44,153.158.127.251,Desktop,suspicious
matthewdennis,221.64.35.0,Android,normal
timothyparker,194.19.140.116,Linux,suspicious
johnvasquez,55.247.187.243,Mac,suspicious
kevin76,221.209.107.143,Linux,suspicious
kathleen53,206.181.59.52,Android,normal
uallen,192.255.240.215,Linux,normal
xhowell,172.179.178.222,Mobile,suspicious
williammartinez,60.184.27.251,Linux,normal
karenhogan,195.26.66.85,Windows,normal
melissataylor,113.146.2.226,Mac,suspicious
williamscrystal,185.164.153.3,Android,suspicious
monica64,195.52.22.155,Mobile,normal
tamaraliu,206.215.92.89,Tablet,suspicious
cooperrichard,210.31.157.207,Windows,normal
knightjohn,66.120.19.203,Mac,suspicious
jonathanpalmer,114.138.111.77,Windows,suspicious
gmyers,139.168.48.110,Windows,suspicious
stephaniemartinez,210.54.84.1,Linux,normal
leewhitney,145.75.107.184,Windows,suspicious
angie39,105.11.237.161,Tablet,suspicious
rossdaniel,5.135.68.139,Desktop,suspicious
wrodriguez,98.237.64.53,Android,normal
benjamin54,201.94.165.23,Desktop,suspicious
danaware,48.186.247.198,Tablet,suspicious
tgay,103.234.52.93,Mobile,normal
alexandra12,122.14.58.69,Linux,normal
allenisaiah,143.131.32.153,Mac,suspicious
frederickwhite,116.82.168.245,Mobile,suspicious
timothy24,203.128.139.75,Mac,suspicious
tamaravaughn,188.134.240.131,Tablet,normal
cmullins,211.25.168.105,Android,suspicious
brian16,161.109.15.134,Mobile,normal
peggymeadows,139.141.173.79,Desktop,suspicious
gallegosandrew,186.205.88.227,Mac,normal
tstafford,147.202.121.3,Linux,normal
usanchez,47.126.205.108,Linux,normal
justin69,204.213.17.203,Windows,normal
faulknerdaniel,204.170.80.141,Linux,suspicious
brian90,9.84.251.63,Linux,suspicious
newtonmegan,1.22.36.125,Windows,suspicious
anndonaldson,86.114.152.48,Android,suspicious
uporter,81.247.204.35,Desktop,normal
richardsonnicholas,59.245.6.198,Tablet,suspicious
allison31,123.213.37.98,Mac,normal
floreselizabeth,85.146.148.56,Mobile,suspicious
samantha98,107.72.70.5,Android,suspicious
garcialisa,216.154.104.182,Tablet,suspicious
pmiller,27.46.233.89,Tablet,suspicious
stephaniehernandez,222.41.182.73,Linux,normal
colonkayla,203.98.123.97,Mac,suspicious
steven14,158.6.163.137,Tablet,normal
rittersharon,190.196.33.5,Mac,normal
nicholas43,167.234.220.19,Windows,suspicious
zstewart,73.46.44.179,Tablet,normal
jrodriguez,206.68.229.90,Desktop,suspicious
tyler38,103.230.199.134,Android,normal
yclayton,135.141.25.246,Tablet,suspicious
codybyrd,201.10.3.12,Android,normal
echavez,179.214.143.189,Android,suspicious
jennifer79,161.20.24.66,Mac,normal
greenderek,17.122.154.6,Mobile,normal
pgreen,180.127.22.156,Desktop,suspicious
kennethgutierrez,38.232.125.219,Mobile,normal
wmclean,150.47.1.143,Mac,suspicious
biancawallace,147.91.92.102,Windows,suspicious
lauriebell,81.235.154.77,Linux,suspicious
smithrichard,154.199.200.253,Android,suspicious
crosschristopher,187.49.43.151,Linux,normal
tyler17,27.128.126.78,Mobile,normal
melinda81,61.248.41.120,Mac,suspicious
richard14,169.173.195.194,Mobile,normal
jeffreymartinez,118.170.250.116,Android,suspicious
amckenzie,41.107.103.8,Android,normal
dmccormick,23.103.157.158,Linux,suspicious
cruzjared,210.160.155.120,Mobile,suspicious
pharding,205.202.248.250,Desktop,suspicious
justin35,213.133.31.20,Tablet,suspicious
diana73,222.243.171.235,Mac,suspicious
juan63,125.132.27.64,Mac,suspicious
zperkins,183.84.16.160,Android,normal
donnasanders,63.84.74.32,Mobile,suspicious
mistywilliams,181.184.33.131,Mobile,normal
chelseahardy,91.113.159.90,Windows,normal
tonidavis,23.173.122.116,Tablet,suspicious
craighernandez,4.164.198.214,Mac,normal
alexis44,207.126.196.35,Android,suspicious
ssanford,163.237.87.53,Desktop,suspicious
qbates,46.164.221.97,Mac,suspicious
kelly22,157.86.126.132,Mac,suspicious
philipcarlson,26.108.86.153,Desktop,normal
williamsbetty,18.88.45.158,Tablet,normal
jonathan99,125.49.35.17,Linux,suspicious
anne38,138.250.109.109,Tablet,suspicious
ismith,76.110.228.138,Android,normal
markgomez,214.129.121.154,Mac,normal
misty06,54.216.170.39,Windows,normal
kimberly12,197.219.227.170,Android,suspicious
tammygarcia,65.17.143.219,Desktop,normal
jeremylynch,32.183.125.249,Windows,suspicious
nancy17,74.78.78.208,Linux,suspicious
adam71,204.194.247.69,Android,normal
carmen03,182.89.242.22,Windows,normal
benjaminbeard,178.209.46.12,Mobile,normal
vasquezandrea,31.112.190.180,Mobile,suspicious
maryclay,3.30.189.179,Mobile,normal
jimmyyoung,208.190.196.186,Tablet,normal
amy26,2.55.110.77,Desktop,suspicious
yconrad,179.8.16.243,Mac,suspicious
kyleroberts,63.0.207.124,Mobile,suspicious
taylorleslie,37.81.138.6,Mobile,suspicious
kennethcoleman,208.55.39.117,Desktop,suspicious
kylemalone,19.228.97.89,Mac,normal
marykhan,137.60.227.148,Mobile,normal
jonathan96,15.210.52.144,Mobile,suspicious
zthompson,14.203.170.119,Desktop,normal
freemanamy,84.15.135.186,Mobile,suspicious
cameronlogan,170.16.141.26,Windows,normal
sramos,203.171.238.211,Windows,suspicious
darrylbooker,219.139.62.91,Tablet,normal
leenicholas,213.160.62.75,Mac,normal
matthewholt,131.40.139.182,Desktop,suspicious
ortizkimberly,24.202.89.128,Windows,normal
huntersara,141.99.95.157,Windows,suspicious
amorris,188.30.137.185,Tablet,normal
kevin72,137.63.172.192,Desktop,normal
joshua41,208.122.14.175,Mobile,suspicious
ecampbell,175.24.47.212,Android,normal
juliegonzalez,103.178.99.194,Mobile,suspicious
ortizwilliam,153.189.140.95,Mobile,normal
jennifergeorge,163.33.6.45,Desktop,normal
timothy70,8.14.18.13,Mac,normal
charlesgilbert,220.82.251.19,Linux,suspicious
srogers,99.253.89.53,Linux,suspicious
houstonadam,129.231.14.8,Mobile,suspicious
ajohnson,169.69.201.99,Windows,suspicious
debrahall,177.103.170.180,Mobile,suspicious
aprince,98.81.64.197,Linux,suspicious
timothy53,207.183.199.191,Mac,suspicious
galvanrenee,198.68.213.171,Linux,suspicious
padillajacqueline,129.187.144.220,Linux,suspicious
bobby83,220.200.147.86,Linux,suspicious
brandonjacobs,213.56.234.62,Desktop,normal
harringtondestiny,50.34.238.42,Tablet,normal
billlewis,203.159.68.79,Mac,normal
williamcisneros,38.14.234.155,Android,normal
gbailey,159.95.254.245,Tablet,suspicious
millerrobert,123.149.54.58,Tablet,suspicious
nathan96,197.243.252.133,Windows,suspicious
williamsonnathan,63.190.6.141,Desktop,suspicious
kingclayton,19.7.180.90,Desktop,normal
kathy76,194.212.244.48,Android,suspicious
wallacechristopher,19.39.180.143,Mac,normal
beckerjoe,154.231.213.253,Mac,suspicious
cunninghambonnie,136.40.221.8,Mobile,suspicious
jenna12,218.251.212.12,Mobile,suspicious
heather18,53.136.56.190,Tablet,normal
sarahromero,3.77.142.111,Desktop,normal
thill,214.163.209.87,Desktop,normal
nathanwoodward,222.122.76.26,Android,suspicious
stephaniefreeman,195.178.51.94,Desktop,suspicious
nicholaslarson,215.14.103.17,Android,suspicious
ttownsend,110.82.242.22,Linux,suspicious
zwiley,196.4.149.142,Windows,suspicious
mnguyen,135.112.149.31,Mobile,suspicious
eric64,193.210.92.243,Mac,suspicious
danahaley,129.138.90.41,Mac,normal
wardmichael,189.176.193.220,Mobile,normal
tprice,96.83.204.163,Tablet,suspicious
emorris,153.212.227.43,Mobile,suspicious
gregory56,213.148.166.9,Tablet,normal
wellsstephanie,212.144.216.113,Mac,normal
anthonywood,122.189.82.92,Windows,suspicious
marclindsey,88.176.226.134,Desktop,normal
garymcdowell,131.98.147.106,Desktop,normal
ricardo50,150.130.36.158,Windows,suspicious
stevensonmarissa,130.121.178.13,Linux,normal
ramirezmichael,211.108.32.173,Tablet,suspicious
mary26,145.145.52.77,Mac,suspicious
julie41,185.29.9.178,Linux,suspicious
paulaparks,36.30.185.135,Mac,suspicious
angelahoffman,8.84.194.32,Android,normal
othomas,180.81.249.69,Mobile,suspicious
andrew92,12.208.29.139,Windows,normal
myersrachel,200.212.142.129,Desktop,normal
krobinson,212.9.121.254,Mac,normal
matthew88,206.73.52.3,Mobile,suspicious
zcarney,148.22.186.11,Tablet,normal
alexanderjohnson,185.231.15.242,Mac,suspicious
kayla33,170.62.109.163,Mobile,normal
brownwilliam,29.69.193.6,Android,suspicious
chelseabrown,80.8.237.39,Android,suspicious
christopherwhite,150.48.57.12,Desktop,normal
dmarshall,173.107.23.230,Mobile,normal
qburgess,124.127.127.103,Android,normal
freyjustin,167.186.26.104,Desktop,normal
jennifer04,196.35.49.93,Windows,normal
flynnjackie,78.251.130.249,Linux,normal
samantha42,218.194.184.162,Windows,suspicious
josephdalton,214.218.195.250,Mobile,normal
rileyerika,178.14.31.47,Mac,suspicious
kgonzales,176.148.227.20,Mobile,normal
amycarey,208.151.108.189,Android,normal
mking,54.96.14.136,Mac,normal
ospencer,184.202.2.24,Mac,suspicious
dawsonharry,78.43.152.76,Mac,suspicious
john28,2.107.139.165,Tablet,suspicious
brandon92,69.84.244.99,Tablet,suspicious
wdavis,218.167.98.242,Android,normal
jacksonkimberly,153.8.65.244,Desktop,suspicious
perezelizabeth,181.62.236.61,Mobile,suspicious
teresahernandez,64.153.135.246,Mobile,normal
pamela12,71.127.143.187,Desktop,normal
haynesgwendolyn,216.24.51.87,Desktop,normal
bschultz,222.171.235.134,Linux,suspicious
phopkins,27.22.40.216,Tablet,normal
whoffman,197.201.79.4,Linux,suspicious
christina88,139.20.174.71,Windows,suspicious
kimberly39,188.25.141.163,Android,suspicious
rowejames,103.172.79.232,Tablet,suspicious
colerobin,161.55.169.226,Mobile,normal
olivia76,171.104.151.100,Tablet,normal
greermary,217.114.188.65,Linux,normal
bscott,199.202.11.37,Windows,suspicious
ncohen,222.26.153.22,Linux,normal
joseph28,102.8.180.151,Android,suspicious
davidrush,196.23.229.178,Windows,normal
sarahlopez,14.240.92.181,Mac,suspicious
deborahbanks,97.42.234.67,Linux,normal
benjaminholden,220.154.156.87,Desktop,suspicious
thomas98,154.209.59.206,Linux,normal
jonathancrane,102.209.123.244,Windows,normal
ybarnes,210.208.208.201,Tablet,normal
willieperkins,133.173.224.85,Mobile,suspicious
changnicholas,216.49.154.171,Tablet,normal
lisaestrada,215.194.96.147,Mac,normal
calebduarte,192.165.96.135,Mobile,normal
ktran,14.230.232.67,Mobile,suspicious
upeterson,201.248.248.4,Mobile,normal
sara14,218.156.143.22,Mac,normal
kennethbowen,198.175.55.189,Mac,suspicious
victoriafields,117.188.44.220,Android,normal
emily06,207.209.186.43,Tablet,normal
amy35,160.25.111.153,Mac,suspicious
katherinesteele,171.123.41.254,Mobile,normal
anitahogan,144.186.4.15,Desktop,normal
castropaula,30.142.154.94,Android,normal
lauriekim,216.164.238.75,Desktop,normal
gonzalezdavid,121.103.137.7,Android,suspicious
gilbertdavid,132.90.99.100,Android,suspicious
penabelinda,50.179.187.113,Linux,normal
sanchezangela,198.206.13.112,Desktop,suspicious
ozuniga,194.191.61.240,Android,suspicious
shanewilliams,214.47.129.30,Android,normal
villegasrobert,146.97.215.145,Mac,normal
vwheeler,192.89.176.144,Android,suspicious
xfowler,200.230.191.70,Tablet,normal
dianabrown,168.145.71.203,Linux,normal
vickiolson,168.252.180.160,Desktop,normal
lindacooke,91.4.240.167,Tablet,normal
jessicaphillips,222.244.207.226,Windows,suspicious
petersshelly,166.230.119.23,Mac,suspicious
ramirezcourtney,147.59.207.46,Mac,suspicious
colemanelizabeth,112.181.137.113,Tablet,suspicious
johnvalenzuela,178.181.236.124,Linux,normal
tashajacobs,215.84.218.74,Windows,normal
zacharyrobertson,200.162.210.26,Mac,normal
paynemichael,157.170.88.41,Mac,suspicious
castillomelissa,188.174.252.95,Tablet,suspicious
reneegarcia,140.126.106.85,Tablet,normal
qramsey,67.32.43.193,Desktop,normal
gabrielagates,130.51.189.82,Android,normal
brandonperez,207.31.55.118,Android,normal
phale,75.37.110.187,Mobile,normal
johnsonjacob,16.214.63.254,Tablet,normal
kayla34,192.189.198.218,Tablet,suspicious
rebeccariddle,190.217.176.132,Windows,normal
kristinriddle,84.6.143.64,Android,normal
