username,ip,device_type,prediction
test,187.226.66.180,Desktop,suspicious
user1,30.99.171.224,Mobile,suspicious
alice,131.72.111.188,Mobile,suspicious
login,32.119.133.74,Tablet,suspicious
root,15.25.87.191,Desktop,suspicious
guest,128.158.34.229,Mobile,suspicious
user1,83.194.64.71,Tablet,suspicious
root,28.36.206.111,Tablet,suspicious
john,21.148.130.85,Tablet,suspicious
admin,109.154.108.46,Tablet,suspicious
user1,46.122.135.52,Mobile,suspicious
demo,129.100.161.121,Unknown,suspicious
demo,179.232.91.168,Unknown,suspicious
login,69.143.9.180,Mobile,suspicious
demo,13.98.23.58,Unknown,suspicious
john,18.46.195.214,Tablet,suspicious
test,68.197.233.154,Desktop,suspicious
john,202.42.30.254,Desktop,suspicious
guest,108.76.234.73,Mobile,normal
admin,210.153.249.42,Tablet,suspicious
user1,195.188.182.5,Unknown,suspicious
guest,49.80.49.111,Desktop,suspicious
root,54.62.235.73,Unknown,suspicious
user1,42.157.245.99,Unknown,suspicious
john,31.36.143.31,Mobile,suspicious
login,36.56.217.11,Desktop,suspicious
test,108.242.165.160,Unknown,suspicious
alice,147.128.215.226,Desktop,suspicious
alice,39.88.14.208,Tablet,suspicious
login,196.167.119.208,Unknown,suspicious
admin,12.149.49.207,Unknown,suspicious
user1,14.137.67.128,Mobile,suspicious
root,183.72.52.101,Unknown,suspicious
admin,176.93.72.166,Mobile,suspicious
user,28.129.191.180,Mobile,suspicious
alice,166.202.15.210,Mobile,suspicious
user,211.206.133.151,Unknown,suspicious
user,75.237.213.1,Desktop,suspicious
alice,173.43.253.52,Desktop,suspicious
alice,91.137.199.155,Tablet,suspicious
user,148.58.112.228,Tablet,suspicious
root,53.195.180.95,Tablet,suspicious
alice,145.137.198.4,Desktop,suspicious
alice,222.83.233.215,Tablet,suspicious
alice,139.209.97.192,Unknown,suspicious
user,216.59.159.234,Unknown,suspicious
login,159.75.165.6,Desktop,suspicious
john,5.160.235.231,Mobile,suspicious
user1,105.6.47.59,Tablet,suspicious
alice,28.10.78.253,Tablet,suspicious
login,3.238.128.49,Mobile,suspicious
root,23.53.254.87,Tablet,suspicious
guest,101.242.203.10,Desktop,suspicious
test,157.70.141.173,Unknown,suspicious
test,119.32.123.89,Desktop,suspicious
root,45.145.141.234,Mobile,suspicious
test,133.192.248.64,Tablet,suspicious
guest,147.16.57.124,Mobile,suspicious
user,40.107.120.231,Desktop,suspicious
root,34.4.179.204,Tablet,suspicious
root,55.45.2.98,Unknown,suspicious
demo,107.236.136.160,Desktop,suspicious
root,121.234.144.48,Unknown,suspicious
login,130.110.19.102,Tablet,suspicious
test,54.27.35.202,Tablet,suspicious
admin,34.225.41.67,Mobile,suspicious
test,209.140.68.120,Tablet,suspicious
alice,206.53.114.136,Unknown,suspicious
login,21.69.127.144,Unknown,suspicious
user,157.159.138.153,Mobile,suspicious
alice,211.125.159.61,Unknown,suspicious
alice,89.144.152.236,Tablet,suspicious
root,200.31.235.148,Unknown,suspicious
login,44.60.188.233,Desktop,suspicious
admin,51.87.141.200,Mobile,suspicious
user1,85.57.15.35,Desktop,suspicious
guest,50.136.253.25,Unknown,suspicious
user1,62.161.111.135,Unknown,suspicious
test,121.40.208.104,Desktop,suspicious
test,187.212.34.54,Unknown,suspicious
guest,216.210.234.168,Desktop,suspicious
john,27.46.126.232,Tablet,suspicious
login,144.158.69.29,Unknown,suspicious
admin,206.5.191.99,Unknown,suspicious
admin,159.145.133.222,Tablet,suspicious
user,71.133.176.253,Mobile,suspicious
test,167.244.177.58,Mobile,suspicious
alice,189.45.142.151,Mobile,suspicious
user1,24.113.53.254,Tablet,suspicious
alice,98.26.17.161,Tablet,suspicious
user,92.125.86.250,Desktop,normal
test,212.20.255.19,Unknown,suspicious
admin,88.104.75.127,Unknown,suspicious
root,210.94.49.181,Desktop,suspicious
user1,106.95.95.181,Unknown,suspicious
user,118.208.214.54,Tablet,suspicious
test,110.45.210.36,Mobile,suspicious
user1,146.174.142.104,Tablet,suspicious
guest,84.243.93.190,Desktop,suspicious
demo,15.94.89.162,Tablet,suspicious
root,209.197.160.245,Mobile,suspicious
user1,113.81.188.98,Mobile,suspicious
admin,105.158.200.45,Desktop,suspicious
user1,116.71.10.1,Mobile,suspicious
john,175.14.66.74,Tablet,suspicious
guest,172.195.156.22,Desktop,suspicious
alice,101.229.58.114,Unknown,suspicious
root,158.79.90.103,Mobile,suspicious
login,134.183.32.137,Mobile,suspicious
john,36.90.212.80,Desktop,suspicious
john,176.17.65.219,Desktop,suspicious
user,51.182.62.55,Tablet,suspicious
guest,56.139.73.238,Mobile,suspicious
test,92.30.182.45,Mobile,suspicious
admin,116.52.217.121,Tablet,suspicious
alice,220.105.69.175,Unknown,suspicious
guest,15.184.102.162,Tablet,suspicious
guest,194.91.210.167,Tablet,suspicious
admin,16.233.87.81,Tablet,suspicious
john,180.237.0.187,Tablet,suspicious
john,192.248.31.71,Desktop,suspicious
admin,125.67.175.77,Unknown,suspicious
user,100.201.25.0,Unknown,suspicious
admin,20.65.37.236,Tablet,suspicious
user1,169.231.142.31,Mobile,suspicious
root,85.24.35.112,Mobile,suspicious
admin,160.204.42.125,Desktop,suspicious
root,162.32.201.45,Desktop,suspicious
alice,16.199.62.29,Tablet,suspicious
john,41.69.111.241,Desktop,suspicious
admin,37.138.19.29,Unknown,suspicious
alice,69.165.132.0,Desktop,suspicious
login,54.26.164.83,Unknown,suspicious
user,41.243.230.149,Mobile,suspicious
admin,25.112.246.97,Mobile,suspicious
root,18.30.128.178,Mobile,suspicious
user,206.141.208.175,Unknown,suspicious
user,150.151.104.72,Desktop,suspicious
user,197.140.185.78,Desktop,suspicious
user,202.80.66.92,Mobile,suspicious
john,209.249.155.135,Desktop,suspicious
guest,189.17.236.12,Unknown,suspicious
guest,2.38.71.123,Unknown,suspicious
john,138.247.24.244,Mobile,suspicious
demo,33.31.47.168,Mobile,suspicious
login,61.92.23.33,Desktop,suspicious
user,41.124.111.72,Unknown,suspicious
user,132.207.96.30,Desktop,suspicious
admin,105.44.75.36,Desktop,suspicious
test,44.43.156.111,Tablet,suspicious
alice,222.52.44.32,Unknown,suspicious
admin,95.82.242.95,Mobile,suspicious
alice,88.83.244.61,Tablet,suspicious
test,184.1.170.102,Tablet,suspicious
alice,149.131.141.137,Mobile,suspicious
user,71.161.11.206,Mobile,suspicious
guest,182.66.186.39,Mobile,suspicious
test,75.245.3.55,Tablet,suspicious
john,210.27.86.199,Tablet,suspicious
guest,195.117.148.49,Mobile,suspicious
guest,106.35.2.135,Desktop,suspicious
guest,63.19.180.125,Tablet,suspicious
demo,163.233.179.102,Unknown,suspicious
user,148.94.193.103,Tablet,suspicious
test,62.161.93.120,Mobile,normal
root,72.50.145.125,Desktop,suspicious
user,50.112.158.241,Mobile,suspicious
test,109.96.246.28,Mobile,suspicious
guest,5.6.228.253,Mobile,suspicious
demo,64.29.192.82,Unknown,suspicious
admin,56.141.47.58,Tablet,suspicious
user,24.184.162.59,Unknown,suspicious
test,134.104.157.95,Unknown,suspicious
test,42.31.138.54,Unknown,suspicious
user,187.0.207.54,Unknown,suspicious
user1,103.111.56.146,Mobile,suspicious
user1,62.118.128.184,Unknown,suspicious
test,6.63.89.30,Tablet,suspicious
test,79.153.185.151,Mobile,suspicious
login,18.177.245.242,Tablet,suspicious
demo,42.94.79.188,Tablet,suspicious
login,208.207.199.97,Mobile,suspicious
admin,63.65.234.177,Desktop,suspicious
alice,171.95.152.141,Unknown,suspicious
guest,216.111.86.36,Desktop,suspicious
admin,38.175.104.254,Tablet,suspicious
user,15.112.89.80,Mobile,suspicious
demo,159.249.103.112,Tablet,suspicious
admin,141.98.201.186,Tablet,suspicious
alice,123.255.182.110,Unknown,suspicious
guest,55.155.190.14,Unknown,suspicious
root,77.165.55.86,Tablet,suspicious
john,181.42.68.113,Unknown,suspicious
guest,31.214.49.86,Mobile,suspicious
user,202.10.129.61,Mobile,suspicious
admin,82.53.162.255,Unknown,suspicious
root,98.62.245.34,Desktop,suspicious
demo,9.12.195.201,Tablet,suspicious
alice,81.212.235.226,Mobile,suspicious
alice,199.43.241.124,Mobile,suspicious
test,217.14.197.44,Tablet,suspicious
john,97.240.254.40,Mobile,suspicious
user,45.249.73.26,Desktop,suspicious
root,194.169.93.221,Mobile,suspicious
john,9.71.111.6,Unknown,suspicious
test,16.206.183.168,Tablet,suspicious
login,23.128.183.216,Desktop,suspicious
demo,130.181.29.110,Mobile,suspicious
admin,172.151.199.50,Unknown,suspicious
test,23.101.81.215,Mobile,suspicious
admin,189.23.3.29,Unknown,suspicious
root,173.86.203.38,Desktop,suspicious
guest,48.118.96.197,Tablet,suspicious
alice,58.214.76.75,Desktop,suspicious
user1,24.163.191.81,Mobile,suspicious
user,138.176.35.220,Unknown,suspicious
login,32.247.164.3,Desktop,suspicious
guest,33.250.227.243,Mobile,suspicious
admin,52.43.161.0,Unknown,suspicious
user1,66.90.166.251,Desktop,suspicious
user1,3.195.10.70,Desktop,suspicious
user1,138.136.195.117,Desktop,suspicious
john,170.157.7.185,Tablet,suspicious
user1,69.47.119.169,Unknown,suspicious
admin,204.251.4.111,Desktop,suspicious
user1,110.12.236.143,Tablet,suspicious
alice,75.234.171.190,Unknown,suspicious
admin,210.77.214.17,Tablet,suspicious
login,71.0.112.123,Desktop,suspicious
user,136.7.245.42,Unknown,suspicious
test,4.1.58.234,Unknown,suspicious
test,202.193.205.104,Mobile,suspicious
user1,197.78.174.191,Desktop,suspicious
user1,212.163.191.18,Mobile,suspicious
login,53.236.172.169,Tablet,suspicious
test,43.254.73.142,Unknown,suspicious
john,91.127.245.231,Tablet,suspicious
admin,23.228.65.23,Unknown,suspicious
guest,150.181.151.148,Mobile,suspicious
guest,208.164.207.117,Desktop,suspicious
test,189.82.142.50,Mobile,suspicious
test,82.27.95.73,Unknown,suspicious
login,156.109.33.225,Mobile,suspicious
alice,85.185.56.44,Tablet,suspicious
test,176.114.76.141,Unknown,suspicious
test,217.106.209.114,Tablet,suspicious
user1,193.91.62.29,Tablet,suspicious
user,200.73.212.79,Unknown,suspicious
admin,4.215.101.126,Unknown,suspicious
test,76.103.121.19,Desktop,suspicious
demo,41.9.93.196,Tablet,suspicious
alice,59.199.14.90,Unknown,suspicious
root,59.142.78.101,Unknown,suspicious
admin,223.243.203.89,Desktop,suspicious
test,46.14.42.32,Unknown,suspicious
user1,90.127.4.184,Desktop,suspicious
guest,57.70.172.178,Desktop,suspicious
john,40.159.62.93,Tablet,suspicious
login,55.140.251.154,Tablet,suspicious
john,136.134.8.132,Desktop,suspicious
test,223.218.64.4,Tablet,suspicious
user,214.187.132.122,Desktop,suspicious
user1,140.44.53.173,Unknown,suspicious
admin,30.47.120.225,Mobile,suspicious
john,198.2.77.41,Tablet,suspicious
guest,160.221.49.46,Desktop,suspicious
john,193.251.205.159,Unknown,suspicious
user,88.220.125.74,Desktop,suspicious
test,61.122.110.229,Desktop,suspicious
alice,39.95.90.115,Tablet,suspicious
admin,160.106.174.132,Tablet,suspicious
root,222.24.156.190,Desktop,suspicious
alice,181.137.93.217,Tablet,suspicious
user1,92.78.216.201,Unknown,suspicious
guest,154.11.70.134,Unknown,suspicious
login,97.78.115.92,Mobile,suspicious
test,112.14.7.204,Mobile,suspicious
root,53.174.252.205,Unknown,suspicious
john,205.109.110.250,Desktop,suspicious
admin,215.77.61.89,Mobile,suspicious
test,69.117.181.38,Desktop,suspicious
demo,159.249.35.192,Mobile,suspicious
test,123.111.189.83,Tablet,suspicious
alice,13.245.88.242,Tablet,suspicious
admin,140.120.174.217,Mobile,suspicious
test,203.76.16.71,Tablet,suspicious
demo,202.86.106.200,Unknown,suspicious
login,170.160.159.185,Desktop,suspicious
guest,175.98.222.98,Unknown,suspicious
login,218.115.154.152,Desktop,suspicious
demo,220.105.124.234,Tablet,suspicious
user,222.254.98.136,Unknown,suspicious
guest,206.112.144.221,Unknown,suspicious
test,215.102.149.118,Mobile,suspicious
user1,98.143.197.237,Mobile,suspicious
test,18.58.138.91,Tablet,suspicious
guest,43.167.80.214,Desktop,suspicious
user,61.170.135.64,Desktop,suspicious
login,29.198.253.176,Tablet,suspicious
user1,66.188.228.75,Unknown,suspicious
admin,155.69.182.33,Unknown,suspicious
john,191.183.71.81,Desktop,suspicious
user,35.59.134.125,Tablet,suspicious
guest,72.50.222.112,Unknown,suspicious
john,114.180.143.30,Desktop,suspicious
john,159.248.20.143,Unknown,suspicious
test,13.19.158.106,Desktop,suspicious
user,170.152.179.191,Mobile,suspicious
demo,51.228.186.170,Mobile,suspicious
alice,36.250.37.218,Tablet,suspicious
user,105.253.133.6,Unknown,suspicious
user,103.35.0.13,Desktop,suspicious
john,52.2.174.104,Desktop,suspicious
user,163.52.76.117,Desktop,suspicious
alice,146.243.17.168,Mobile,suspicious
user1,126.184.5.5,Mobile,suspicious
root,79.9.225.131,Mobile,suspicious
john,194.154.20.214,Unknown,suspicious
alice,195.228.12.17,Tablet,suspicious
alice,45.232.140.215,Mobile,suspicious
login,203.224.137.59,Tablet,suspicious
guest,195.8.182.130,Desktop,suspicious
root,90.253.211.80,Desktop,suspicious
guest,37.72.170.246,Unknown,suspicious
alice,128.249.188.52,Tablet,suspicious
guest,165.251.77.243,Unknown,suspicious
john,147.187.186.18,Desktop,suspicious
guest,50.137.129.157,Tablet,suspicious
login,78.254.118.241,Unknown,suspicious
guest,77.157.9.55,Unknown,suspicious
demo,126.84.11.107,Tablet,suspicious
root,171.97.98.144,Tablet,suspicious
guest,76.116.198.128,Mobile,suspicious
alice,212.128.160.224,Desktop,suspicious
demo,114.119.242.204,Mobile,suspicious
user,175.42.247.9,Mobile,suspicious
demo,66.163.86.41,Desktop,suspicious
root,80.133.93.63,Desktop,suspicious
user1,8.186.195.91,Unknown,suspicious
demo,151.150.90.75,Desktop,suspicious
alice,61.66.42.80,Mobile,suspicious
demo,126.192.191.65,Mobile,suspicious
demo,140.106.156.157,Unknown,suspicious
guest,121.166.65.194,Tablet,suspicious
demo,154.237.169.60,Mobile,suspicious
admin,67.98.17.146,Mobile,suspicious
login,174.203.128.159,Unknown,suspicious
admin,165.22.181.248,Mobile,suspicious
login,124.215.67.167,Unknown,suspicious
user,164.121.245.89,Mobile,suspicious
user,134.42.14.206,Mobile,suspicious
guest,211.108.162.125,Tablet,suspicious
guest,173.16.220.27,Desktop,suspicious
user,27.154.247.147,Mobile,suspicious
user1,30.112.56.202,Tablet,suspicious
alice,164.57.104.239,Desktop,suspicious
john,174.95.158.14,Mobile,suspicious
admin,70.153.8.109,Tablet,suspicious
john,62.239.113.81,Desktop,suspicious
login,204.108.236.184,Unknown,suspicious
john,92.76.130.63,Mobile,suspicious
guest,130.51.58.105,Tablet,suspicious
login,42.252.177.225,Unknown,suspicious
admin,216.215.104.203,Mobile,suspicious
user1,98.17.196.43,Unknown,suspicious
john,143.69.221.35,Desktop,suspicious
user1,91.135.239.101,Unknown,suspicious
john,152.101.16.249,Unknown,suspicious
user,29.159.84.216,Tablet,suspicious
login,62.64.75.239,Desktop,suspicious
demo,69.118.53.136,Unknown,suspicious
root,100.250.213.195,Unknown,suspicious
admin,70.52.94.173,Mobile,suspicious
guest,42.154.14.53,Tablet,suspicious
user1,178.158.30.241,Mobile,suspicious
user,97.167.71.201,Desktop,suspicious
user1,114.95.251.16,Mobile,suspicious
login,59.19.173.205,Mobile,suspicious
demo,212.126.57.243,Desktop,suspicious
admin,141.82.138.71,Mobile,suspicious
demo,115.193.32.171,Mobile,suspicious
root,151.8.192.83,Mobile,suspicious
root,135.236.79.216,Mobile,suspicious
user,205.58.131.156,Tablet,suspicious
user,196.163.230.26,Unknown,suspicious
user1,188.68.156.104,Tablet,suspicious
root,32.78.131.50,Desktop,suspicious
john,83.6.132.125,Tablet,suspicious
test,147.233.130.101,Unknown,suspicious
admin,141.32.203.207,Mobile,suspicious
test,150.247.154.109,Desktop,suspicious
login,202.9.218.100,Tablet,suspicious
user1,221.41.122.67,Unknown,suspicious
test,106.106.150.182,Mobile,suspicious
user,129.186.40.165,Tablet,suspicious
user1,177.45.172.208,Desktop,suspicious
admin,81.71.183.23,Unknown,suspicious
login,209.216.192.201,Tablet,suspicious
login,174.135.117.131,Unknown,suspicious
guest,54.86.156.240,Mobile,suspicious
john,180.16.63.200,Tablet,suspicious
user1,50.219.20.69,Tablet,suspicious
demo,148.64.34.212,Unknown,suspicious
test,102.205.60.69,Desktop,suspicious
user1,133.143.183.200,Tablet,suspicious
john,111.239.129.7,Desktop,suspicious
guest,82.143.86.19,Unknown,suspicious
user1,142.35.216.43,Desktop,suspicious
john,44.36.225.45,Tablet,suspicious
user1,146.241.203.223,Unknown,suspicious
login,77.79.172.178,Desktop,suspicious
login,194.136.88.35,Unknown,suspicious
login,213.96.93.6,Tablet,suspicious
test,62.28.115.104,Unknown,suspicious
user,142.120.68.138,Unknown,suspicious
john,209.73.221.88,Mobile,suspicious
user,34.2.8.129,Mobile,suspicious
guest,199.189.236.77,Tablet,suspicious
admin,178.114.193.254,Tablet,suspicious
demo,185.169.17.209,Mobile,suspicious
user1,57.134.135.78,Tablet,suspicious
test,14.82.137.152,Tablet,suspicious
user1,148.226.180.44,Mobile,suspicious
test,223.26.55.45,Mobile,suspicious
alice,15.174.84.175,Desktop,suspicious
john,101.199.180.184,Unknown,suspicious
login,74.3.121.204,Mobile,suspicious
user1,144.93.152.199,Desktop,suspicious
john,106.98.3.20,Mobile,suspicious
root,156.91.226.68,Mobile,suspicious
admin,112.172.146.62,Mobile,suspicious
admin,118.134.168.143,Tablet,suspicious
user,68.236.189.192,Desktop,suspicious
alice,56.39.7.81,Unknown,suspicious
login,53.126.199.174,Desktop,suspicious
user1,214.109.194.135,Unknown,suspicious
john,66.198.185.255,Mobile,suspicious
root,69.226.177.62,Unknown,suspicious
root,182.152.41.101,Unknown,suspicious
root,33.61.169.177,Desktop,suspicious
login,89.245.244.100,Unknown,suspicious
alice,221.191.247.228,Mobile,suspicious
guest,40.208.54.126,Tablet,suspicious
test,46.45.126.133,Desktop,suspicious
guest,16.105.49.47,Desktop,suspicious
john,52.118.250.150,Mobile,suspicious
user1,168.90.100.156,Desktop,suspicious
user,214.141.112.160,Tablet,suspicious
alice,183.89.163.217,Desktop,suspicious
guest,161.107.42.230,Tablet,suspicious
user,47.55.2.55,Unknown,suspicious
demo,136.136.110.88,Unknown,suspicious
root,47.209.144.210,Unknown,suspicious
login,118.129.193.225,Unknown,suspicious
user,203.145.205.55,Mobile,suspicious
root,177.155.243.167,Desktop,suspicious
john,64.207.103.10,Tablet,suspicious
root,210.70.224.236,Unknown,suspicious
root,59.153.76.179,Mobile,suspicious
demo,50.84.186.14,Desktop,suspicious
test,202.12.180.233,Desktop,suspicious
admin,11.95.117.193,Tablet,suspicious
admin,38.176.70.195,Tablet,suspicious
john,170.200.209.31,Mobile,suspicious
john,157.132.202.254,Unknown,suspicious
login,29.57.92.250,Desktop,suspicious
user,89.225.144.65,Unknown,suspicious
alice,198.30.255.140,Unknown,suspicious
guest,90.121.251.7,Desktop,suspicious
admin,175.109.219.255,Unknown,suspicious
alice,221.144.191.184,Tablet,suspicious
guest,71.9.8.20,Unknown,suspicious
root,88.191.213.46,Tablet,suspicious
guest,91.70.217.26,Mobile,suspicious
demo,148.202.175.223,Tablet,suspicious
john,213.195.124.213,Mobile,suspicious
test,129.78.37.242,Unknown,suspicious
alice,141.131.179.54,Unknown,suspicious
user,111.128.248.254,Desktop,suspicious
login,148.184.29.135,Desktop,suspicious
alice,119.19.55.132,Unknown,suspicious
john,6.52.178.179,Unknown,suspicious
john,66.241.227.215,Tablet,suspicious
login,52.170.220.218,Unknown,suspicious
john,86.255.97.159,Desktop,suspicious
alice,8.55.131.211,Tablet,suspicious
john,141.8.64.50,Mobile,suspicious
john,217.221.215.182,Desktop,suspicious
login,187.12.165.222,Tablet,suspicious
test,138.254.245.92,Unknown,suspicious
test,149.112.255.56,Mobile,suspicious
admin,100.198.11.252,Desktop,suspicious
john,5.112.223.135,Mobile,suspicious
admin,151.186.169.182,Desktop,suspicious
demo,180.28.180.68,Unknown,suspicious
login,87.201.101.117,Unknown,suspicious
user1,88.60.90.8,Tablet,suspicious
guest,72.30.203.216,Desktop,suspicious
demo,146.166.134.211,Desktop,suspicious
john,74.208.93.9,Tablet,suspicious
test,31.252.109.102,Desktop,suspicious
demo,2.232.116.73,Desktop,suspicious
alice,214.48.192.125,Unknown,suspicious
user1,89.152.24.202,Mobile,suspicious
guest,135.203.238.184,Tablet,suspicious
user1,25.97.153.6,Mobile,suspicious
john,87.239.67.28,Unknown,suspicious
login,61.233.213.181,Tablet,suspicious
user1,74.66.6.20,Mobile,suspicious
root,164.180.222.178,Tablet,suspicious
user,16.7.98.194,Tablet,suspicious
login,64.232.57.249,Mobile,suspicious
alice,117.42.4.197,Desktop,suspicious
demo,137.0.250.131,Tablet,suspicious
test,70.244.144.112,Desktop,suspicious
test,38.243.184.109,Desktop,suspicious
test,221.57.202.21,Tablet,suspicious
test,125.122.132.1,Tablet,suspicious
alice,130.62.193.4,Tablet,suspicious
root,174.214.228.235,Tablet,suspicious
guest,44.71.131.241,Mobile,suspicious
root,174.211.86.201,Tablet,suspicious
test,160.253.143.57,Mobile,suspicious
demo,62.123.120.151,Mobile,suspicious
root,103.89.159.20,Tablet,suspicious
user,42.5.116.37,Desktop,suspicious
john,152.76.58.169,Unknown,suspicious
user1,153.227.57.142,Unknown,suspicious
alice,173.76.154.29,Tablet,suspicious
john,197.163.203.214,Mobile,suspicious
john,166.9.75.106,Mobile,suspicious
login,5.12.34.21,Desktop,suspicious
user,2.242.250.109,Desktop,suspicious
login,42.215.191.222,Tablet,suspicious
user1,14.111.252.165,Tablet,suspicious
admin,94.186.86.154,Mobile,suspicious
admin,88.226.185.50,Unknown,suspicious
login,12.47.85.155,Unknown,suspicious
user1,88.124.172.104,Unknown,suspicious
guest,84.15.213.245,Mobile,suspicious
user1,72.31.50.4,Desktop,suspicious
user,105.64.60.118,Unknown,suspicious
user1,6.220.78.14,Desktop,suspicious
alice,47.215.198.8,Unknown,suspicious
user,39.218.127.218,Mobile,suspicious
guest,27.241.157.183,Desktop,suspicious
root,37.177.246.104,Unknown,suspicious
user1,217.176.200.17,Desktop,suspicious
alice,165.123.238.187,Unknown,suspicious
john,104.167.44.48,Desktop,suspicious
john,172.208.199.12,Tablet,suspicious
demo,75.49.211.102,Tablet,suspicious
user1,205.62.51.212,Mobile,suspicious
demo,89.167.148.62,Unknown,suspicious
alice,109.29.104.195,Unknown,suspicious
test,167.88.240.202,Desktop,suspicious
root,176.201.191.227,Unknown,suspicious
guest,176.5.115.150,Mobile,suspicious
admin,74.173.56.52,Mobile,suspicious
guest,223.169.196.38,Mobile,suspicious
user,32.166.215.141,Desktop,suspicious
alice,97.138.206.45,Tablet,suspicious
user,86.162.101.49,Mobile,suspicious
test,126.169.14.49,Unknown,suspicious
guest,80.69.187.151,Tablet,suspicious
user,192.95.75.193,Unknown,suspicious
root,218.134.167.160,Tablet,suspicious
login,193.133.157.193,Tablet,suspicious
demo,165.169.162.31,Tablet,suspicious
user1,64.199.222.112,Desktop,suspicious
root,22.170.31.5,Tablet,suspicious
guest,55.73.213.179,Mobile,suspicious
login,87.191.201.122,Unknown,suspicious
user1,79.208.55.0,Tablet,suspicious
root,78.129.145.130,Desktop,suspicious
john,216.252.135.2,Mobile,suspicious
root,207.62.251.64,Tablet,suspicious
john,95.87.227.22,Mobile,suspicious
guest,215.81.166.183,Mobile,suspicious
user1,158.157.222.213,Mobile,suspicious
login,213.156.177.218,Unknown,suspicious
user,136.154.252.144,Desktop,suspicious
alice,90.155.51.38,Unknown,suspicious
demo,143.240.126.182,Tablet,suspicious
root,44.34.91.169,Unknown,suspicious
root,108.85.213.230,Tablet,suspicious
login,132.131.243.233,Mobile,suspicious
admin,207.170.29.54,Desktop,suspicious
demo,40.118.247.189,Desktop,suspicious
demo,50.79.216.180,Unknown,suspicious
demo,19.75.95.123,Mobile,suspicious
guest,52.11.188.189,Tablet,suspicious
test,211.188.30.229,Mobile,suspicious
alice,43.13.9.126,Desktop,suspicious
root,6.189.184.215,Tablet,suspicious
demo,174.54.4.38,Tablet,suspicious
john,63.242.51.97,Unknown,suspicious
admin,24.226.51.147,Desktop,suspicious
john,166.103.56.217,Desktop,suspicious
test,63.64.47.68,Desktop,suspicious
guest,61.166.225.189,Desktop,suspicious
root,58.49.6.106,Mobile,suspicious
login,84.74.60.135,Mobile,suspicious
root,125.142.39.149,Tablet,suspicious
test,92.59.112.108,Unknown,suspicious
test,99.61.2.10,Mobile,suspicious
root,79.110.223.142,Unknown,suspicious
test,103.32.143.88,Mobile,suspicious
alice,134.156.186.150,Mobile,suspicious
alice,140.247.186.242,Mobile,suspicious
root,213.215.141.51,Mobile,suspicious
test,63.236.1.1,Mobile,suspicious
alice,15.183.255.51,Desktop,suspicious
john,78.92.182.30,Unknown,suspicious
user1,6.94.48.239,Tablet,suspicious
alice,108.43.70.37,Unknown,suspicious
test,41.38.142.100,Tablet,suspicious
user1,51.140.200.2,Unknown,suspicious
guest,107.238.169.197,Mobile,suspicious
test,26.8.240.138,Tablet,suspicious
test,7.168.53.160,Tablet,normal
john,201.192.207.204,Mobile,suspicious
user,28.6.84.97,Mobile,suspicious
demo,130.189.237.57,Unknown,suspicious
john,185.97.43.214,Tablet,suspicious
admin,128.237.190.137,Unknown,suspicious
user,97.8.223.36,Unknown,suspicious
user,12.32.15.198,Tablet,suspicious
user,140.55.141.171,Tablet,suspicious
login,204.2.214.3,Tablet,suspicious
user,57.66.117.19,Tablet,suspicious
guest,198.93.62.210,Mobile,suspicious
root,75.106.179.116,Tablet,suspicious
root,107.29.18.155,Unknown,suspicious
root,33.174.20.95,Desktop,suspicious
guest,48.56.238.112,Tablet,suspicious
demo,189.168.134.230,Unknown,suspicious
login,174.200.111.56,Unknown,suspicious
john,115.19.138.126,Desktop,suspicious
root,178.85.21.122,Desktop,suspicious
user,82.122.26.195,Mobile,suspicious
login,212.122.222.55,Mobile,suspicious
admin,154.199.54.51,Unknown,suspicious
admin,134.5.176.202,Desktop,suspicious
login,108.143.246.205,Tablet,suspicious
alice,198.255.35.43,Tablet,suspicious
root,66.110.24.142,Unknown,suspicious
guest,195.129.45.6,Tablet,suspicious
john,150.94.176.48,Desktop,suspicious
alice,61.162.125.78,Desktop,suspicious
root,211.65.43.98,Unknown,suspicious
test,63.130.111.122,Tablet,suspicious
john,148.141.156.176,Mobile,suspicious
alice,136.100.227.48,Desktop,suspicious
root,199.72.97.14,Unknown,suspicious
alice,62.163.210.101,Desktop,suspicious
user,59.25.219.166,Desktop,suspicious
demo,4.134.105.38,Mobile,suspicious
admin,15.179.48.67,Unknown,suspicious
root,154.218.118.224,Desktop,suspicious
login,15.134.72.226,Desktop,suspicious
test,203.126.17.250,Unknown,suspicious
login,200.157.221.160,Unknown,suspicious
alice,3.205.254.14,Mobile,suspicious
admin,48.81.244.66,Mobile,suspicious
root,129.93.96.130,Tablet,suspicious
user1,147.106.61.40,Unknown,suspicious
test,75.182.229.234,Tablet,suspicious
root,147.73.49.248,Tablet,suspicious
user,95.144.119.1,Tablet,suspicious
guest,160.62.24.54,Mobile,suspicious
admin,70.81.210.152,Desktop,suspicious
guest,51.144.145.229,Tablet,suspicious
root,94.110.19.102,Unknown,suspicious
admin,219.156.217.148,Mobile,suspicious
admin,3.129.248.172,Unknown,suspicious
guest,7.223.235.226,Tablet,suspicious
root,130.225.234.181,Desktop,suspicious
john,94.150.100.150,Mobile,suspicious
user,57.197.142.153,Tablet,suspicious
guest,165.169.251.7,Tablet,suspicious
login,152.128.45.80,Unknown,suspicious
admin,196.106.10.144,Desktop,suspicious
